candidate_id,candidate_name,core,spacer,anchor,substituent,design_family,smiles,canonical_smiles
VSAM-L0185,carbazole_C3_Br/CF3,carbazole,C3,phosphonic acid,Br/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(C(F)(F)F)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(C(F)(F)F)ccc21
VSAM-L0186,carbazole_C3_Br/Ph,carbazole,C3,phosphonic acid,Br/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(-c3ccccc3)ccc21
VSAM-L0187,carbazole_C3_Br/Th,carbazole,C3,phosphonic acid,Br/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(-c3ccsc3)ccc21
VSAM-L0188,carbazole_C3_Br/Anisyl,carbazole,C3,phosphonic acid,Br/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(Br)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0189,carbazole_C3_Br/F-Ph,carbazole,C3,phosphonic acid,Br/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(-c3ccc(F)cc3)ccc21
VSAM-L0190,carbazole_C3_Br/Cl-Ph,carbazole,C3,phosphonic acid,Br/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(-c3ccc(Cl)cc3)ccc21
VSAM-L0191,carbazole_C3_Br/Me-Ph,carbazole,C3,phosphonic acid,Br/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(Br)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(Br)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0192,carbazole_C3_Me/OMe,carbazole,C3,phosphonic acid,Me/OMe,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(C)ccc1n2CCCP(=O)(O)O
VSAM-L0193,carbazole_C3_Me/CN,carbazole,C3,phosphonic acid,Me/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(C#N)ccc21,Cc1ccc2c(c1)c1cc(C#N)ccc1n2CCCP(=O)(O)O
VSAM-L0194,carbazole_C3_Me/CF3,carbazole,C3,phosphonic acid,Me/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(C(F)(F)F)ccc21,Cc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCP(=O)(O)O
VSAM-L0195,carbazole_C3_Me/Ph,carbazole,C3,phosphonic acid,Me/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccccc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCP(=O)(O)O
VSAM-L0196,carbazole_C3_Me/Th,carbazole,C3,phosphonic acid,Me/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccsc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCP(=O)(O)O
VSAM-L0197,carbazole_C3_Me/Anisyl,carbazole,C3,phosphonic acid,Me/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0198,carbazole_C3_Me/F-Ph,carbazole,C3,phosphonic acid,Me/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccc(F)cc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCP(=O)(O)O
VSAM-L0199,carbazole_C3_Me/Cl-Ph,carbazole,C3,phosphonic acid,Me/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccc(Cl)cc3)ccc21,Cc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCP(=O)(O)O
VSAM-L0200,carbazole_C3_Me/Me-Ph,carbazole,C3,phosphonic acid,Me/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0201,carbazole_C3_OMe/CN,carbazole,C3,phosphonic acid,OMe/CN,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(C#N)ccc21,COc1ccc2c(c1)c1cc(C#N)ccc1n2CCCP(=O)(O)O
VSAM-L0202,carbazole_C3_OMe/CF3,carbazole,C3,phosphonic acid,OMe/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(C(F)(F)F)ccc21,COc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCP(=O)(O)O
VSAM-L0203,carbazole_C3_OMe/Ph,carbazole,C3,phosphonic acid,OMe/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccccc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCP(=O)(O)O
VSAM-L0204,carbazole_C3_OMe/Th,carbazole,C3,phosphonic acid,OMe/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccsc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCP(=O)(O)O
VSAM-L0205,carbazole_C3_OMe/Anisyl,carbazole,C3,phosphonic acid,OMe/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(OC)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0206,carbazole_C3_OMe/F-Ph,carbazole,C3,phosphonic acid,OMe/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccc(F)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCP(=O)(O)O
VSAM-L0207,carbazole_C3_OMe/Cl-Ph,carbazole,C3,phosphonic acid,OMe/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccc(Cl)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCP(=O)(O)O
VSAM-L0208,carbazole_C3_OMe/Me-Ph,carbazole,C3,phosphonic acid,OMe/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(OC)cc2c2cc(c3ccc(C)cc3)ccc21,COc1ccc2c(c1)c1cc(-c3ccc(C)cc3)ccc1n2CCCP(=O)(O)O
VSAM-L0209,carbazole_C3_CN/CF3,carbazole,C3,phosphonic acid,CN/CF3,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(C(F)(F)F)ccc21,N#Cc1ccc2c(c1)c1cc(C(F)(F)F)ccc1n2CCCP(=O)(O)O
VSAM-L0210,carbazole_C3_CN/Ph,carbazole,C3,phosphonic acid,CN/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccccc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2CCCP(=O)(O)O
VSAM-L0211,carbazole_C3_CN/Th,carbazole,C3,phosphonic acid,CN/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccsc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccsc3)ccc1n2CCCP(=O)(O)O
VSAM-L0212,carbazole_C3_CN/Anisyl,carbazole,C3,phosphonic acid,CN/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C#N)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0213,carbazole_C3_CN/F-Ph,carbazole,C3,phosphonic acid,CN/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccc(F)cc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccc(F)cc3)ccc1n2CCCP(=O)(O)O
VSAM-L0214,carbazole_C3_CN/Cl-Ph,carbazole,C3,phosphonic acid,CN/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccc(Cl)cc3)ccc21,N#Cc1ccc2c(c1)c1cc(-c3ccc(Cl)cc3)ccc1n2CCCP(=O)(O)O
VSAM-L0215,carbazole_C3_CN/Me-Ph,carbazole,C3,phosphonic acid,CN/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C#N)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C#N)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0216,carbazole_C3_CF3/Ph,carbazole,C3,phosphonic acid,CF3/Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(C(F)(F)F)ccc21
VSAM-L0217,carbazole_C3_CF3/Th,carbazole,C3,phosphonic acid,CF3/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccsc3)cc2c2cc(C(F)(F)F)ccc21
VSAM-L0218,carbazole_C3_CF3/Anisyl,carbazole,C3,phosphonic acid,CF3/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(C(F)(F)F)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0219,carbazole_C3_CF3/F-Ph,carbazole,C3,phosphonic acid,CF3/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(C(F)(F)F)ccc21
VSAM-L0220,carbazole_C3_CF3/Cl-Ph,carbazole,C3,phosphonic acid,CF3/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(Cl)cc3)cc2c2cc(C(F)(F)F)ccc21
VSAM-L0221,carbazole_C3_CF3/Me-Ph,carbazole,C3,phosphonic acid,CF3/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(C(F)(F)F)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(C(F)(F)F)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0222,carbazole_C3_Ph/Th,carbazole,C3,phosphonic acid,Ph/Th,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccsc3)ccc21
VSAM-L0223,carbazole_C3_Ph/Anisyl,carbazole,C3,phosphonic acid,Ph/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0224,carbazole_C3_Ph/F-Ph,carbazole,C3,phosphonic acid,Ph/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccc(F)cc3)ccc21
VSAM-L0225,carbazole_C3_Ph/Cl-Ph,carbazole,C3,phosphonic acid,Ph/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccc(Cl)cc3)ccc21
VSAM-L0226,carbazole_C3_Ph/Me-Ph,carbazole,C3,phosphonic acid,Ph/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0227,carbazole_C3_Th/Anisyl,carbazole,C3,phosphonic acid,Th/Anisyl,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccsc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0228,carbazole_C3_Th/F-Ph,carbazole,C3,phosphonic acid,Th/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(-c3ccsc3)ccc21
VSAM-L0229,carbazole_C3_Th/Cl-Ph,carbazole,C3,phosphonic acid,Th/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(Cl)cc3)cc2c2cc(-c3ccsc3)ccc21
VSAM-L0230,carbazole_C3_Th/Me-Ph,carbazole,C3,phosphonic acid,Th/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccsc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0231,carbazole_C3_Anisyl/F-Ph,carbazole,C3,phosphonic acid,Anisyl/F-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(F)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(F)cc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0232,carbazole_C3_Anisyl/Cl-Ph,carbazole,C3,phosphonic acid,Anisyl/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(Cl)cc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0233,carbazole_C3_Anisyl/Me-Ph,carbazole,C3,phosphonic acid,Anisyl/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(C)cc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0234,carbazole_C3_F-Ph/Cl-Ph,carbazole,C3,phosphonic acid,F-Ph/Cl-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(F)cc3)cc2c2cc(c3ccc(Cl)cc3)ccc21,O=P(O)(O)CCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(-c3ccc(Cl)cc3)ccc21
VSAM-L0235,carbazole_C3_F-Ph/Me-Ph,carbazole,C3,phosphonic acid,F-Ph/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(F)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(F)cc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0236,carbazole_C3_Cl-Ph/Me-Ph,carbazole,C3,phosphonic acid,Cl-Ph/Me-Ph,mixed-disubstituted carbazole,O=P(O)(O)CCCn1c2ccc(c3ccc(Cl)cc3)cc2c2cc(c3ccc(C)cc3)ccc21,Cc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(Cl)cc4)ccc2n3CCCP(=O)(O)O)cc1
VSAM-L0237,carbazole_C4_H,carbazole,C4,phosphonic acid,H,PACz-like parent,O=P(O)(O)CCCCn1c2ccccc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2ccccc21
VSAM-L0238,carbazole_C4_mono-F-A,carbazole,C4,phosphonic acid,mono-F-A,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(F)ccc21
VSAM-L0239,carbazole_C4_mono-F-B,carbazole,C4,phosphonic acid,mono-F-B,halogenated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(F)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(F)cc21
VSAM-L0240,carbazole_C4_di-F,carbazole,C4,phosphonic acid,di-F,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(F)ccc21,O=P(O)(O)CCCCn1c2ccc(F)cc2c2cc(F)ccc21
VSAM-L0241,carbazole_C4_mono-Cl-A,carbazole,C4,phosphonic acid,mono-Cl-A,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(Cl)ccc21
VSAM-L0242,carbazole_C4_mono-Cl-B,carbazole,C4,phosphonic acid,mono-Cl-B,halogenated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Cl)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Cl)cc21
VSAM-L0243,carbazole_C4_di-Cl,carbazole,C4,phosphonic acid,di-Cl,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21,O=P(O)(O)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21
VSAM-L0244,carbazole_C4_mono-Br-A,carbazole,C4,phosphonic acid,mono-Br-A,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(Br)ccc21
VSAM-L0245,carbazole_C4_mono-Br-B,carbazole,C4,phosphonic acid,mono-Br-B,halogenated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Br)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(Br)cc21
VSAM-L0246,carbazole_C4_di-Br,carbazole,C4,phosphonic acid,di-Br,halogenated carbazole,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(Br)ccc21,O=P(O)(O)CCCCn1c2ccc(Br)cc2c2cc(Br)ccc21
VSAM-L0247,carbazole_C4_mono-Me-A,carbazole,C4,phosphonic acid,mono-Me-A,alkylated carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2ccccc21,Cc1ccc2c(c1)c1ccccc1n2CCCCP(=O)(O)O
VSAM-L0248,carbazole_C4_mono-Me-B,carbazole,C4,phosphonic acid,mono-Me-B,alkylated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(C)cc21,Cc1ccc2c3ccccc3n(CCCCP(=O)(O)O)c2c1
VSAM-L0249,carbazole_C4_di-Me,carbazole,C4,phosphonic acid,di-Me,alkylated carbazole,O=P(O)(O)CCCCn1c2ccc(C)cc2c2cc(C)ccc21,Cc1ccc2c(c1)c1cc(C)ccc1n2CCCCP(=O)(O)O
VSAM-L0250,carbazole_C4_mono-OMe-A,carbazole,C4,phosphonic acid,mono-OMe-A,electron-rich carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2ccccc21,COc1ccc2c(c1)c1ccccc1n2CCCCP(=O)(O)O
VSAM-L0251,carbazole_C4_mono-OMe-B,carbazole,C4,phosphonic acid,mono-OMe-B,electron-rich carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(OC)cc21,COc1ccc2c3ccccc3n(CCCCP(=O)(O)O)c2c1
VSAM-L0252,carbazole_C4_di-OMe,carbazole,C4,phosphonic acid,di-OMe,electron-rich carbazole,O=P(O)(O)CCCCn1c2ccc(OC)cc2c2cc(OC)ccc21,COc1ccc2c(c1)c1cc(OC)ccc1n2CCCCP(=O)(O)O
VSAM-L0253,carbazole_C4_mono-CN-A,carbazole,C4,phosphonic acid,mono-CN-A,electron-withdrawing carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2ccccc21,N#Cc1ccc2c(c1)c1ccccc1n2CCCCP(=O)(O)O
VSAM-L0254,carbazole_C4_mono-CN-B,carbazole,C4,phosphonic acid,mono-CN-B,electron-withdrawing carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(C#N)cc21,N#Cc1ccc2c3ccccc3n(CCCCP(=O)(O)O)c2c1
VSAM-L0255,carbazole_C4_di-CN,carbazole,C4,phosphonic acid,di-CN,electron-withdrawing carbazole,O=P(O)(O)CCCCn1c2ccc(C#N)cc2c2cc(C#N)ccc21,N#Cc1ccc2c(c1)c1cc(C#N)ccc1n2CCCCP(=O)(O)O
VSAM-L0256,carbazole_C4_mono-CF3-A,carbazole,C4,phosphonic acid,mono-CF3-A,fluoroalkylated carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(C(F)(F)F)ccc21
VSAM-L0257,carbazole_C4_mono-CF3-B,carbazole,C4,phosphonic acid,mono-CF3-B,fluoroalkylated carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(C(F)(F)F)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(C(F)(F)F)cc21
VSAM-L0258,carbazole_C4_di-CF3,carbazole,C4,phosphonic acid,di-CF3,fluoroalkylated carbazole,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21,O=P(O)(O)CCCCn1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21
VSAM-L0259,carbazole_C4_mono-Ph-A,carbazole,C4,phosphonic acid,mono-Ph-A,aryl-extended carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(-c3ccccc3)ccc21
VSAM-L0260,carbazole_C4_mono-Ph-B,carbazole,C4,phosphonic acid,mono-Ph-B,aryl-extended carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccccc3)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(-c3ccccc3)cc21
VSAM-L0261,carbazole_C4_di-Ph,carbazole,C4,phosphonic acid,di-Ph,aryl-extended carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccccc3)cc2c2cc(c3ccccc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccccc3)cc2c2cc(-c3ccccc3)ccc21
VSAM-L0262,carbazole_C4_mono-Th-A,carbazole,C4,phosphonic acid,mono-Th-A,thiophene-extended carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccsc3)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(-c3ccsc3)ccc21
VSAM-L0263,carbazole_C4_mono-Th-B,carbazole,C4,phosphonic acid,mono-Th-B,thiophene-extended carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccsc3)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(-c3ccsc3)cc21
VSAM-L0264,carbazole_C4_di-Th,carbazole,C4,phosphonic acid,di-Th,thiophene-extended carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccsc3)cc2c2cc(c3ccsc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccsc3)cc2c2cc(-c3ccsc3)ccc21
VSAM-L0265,carbazole_C4_mono-Anisyl-A,carbazole,C4,phosphonic acid,mono-Anisyl-A,electron-rich aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(OC)cc3)cc2c2ccccc21,COc1ccc(-c2ccc3c(c2)c2ccccc2n3CCCCP(=O)(O)O)cc1
VSAM-L0266,carbazole_C4_mono-Anisyl-B,carbazole,C4,phosphonic acid,mono-Anisyl-B,electron-rich aryl-carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccc(OC)cc3)cc21,COc1ccc(-c2ccc3c4ccccc4n(CCCCP(=O)(O)O)c3c2)cc1
VSAM-L0267,carbazole_C4_di-Anisyl,carbazole,C4,phosphonic acid,di-Anisyl,electron-rich aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(OC)cc3)cc2c2cc(c3ccc(OC)cc3)ccc21,COc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(OC)cc4)ccc2n3CCCCP(=O)(O)O)cc1
VSAM-L0268,carbazole_C4_mono-F-Ph-A,carbazole,C4,phosphonic acid,mono-F-Ph-A,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(F)cc3)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(-c3ccc(F)cc3)ccc21
VSAM-L0269,carbazole_C4_mono-F-Ph-B,carbazole,C4,phosphonic acid,mono-F-Ph-B,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccc(F)cc3)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(-c3ccc(F)cc3)cc21
VSAM-L0270,carbazole_C4_di-F-Ph,carbazole,C4,phosphonic acid,di-F-Ph,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(F)cc3)cc2c2cc(c3ccc(F)cc3)ccc21,O=P(O)(O)CCCCn1c2ccc(-c3ccc(F)cc3)cc2c2cc(-c3ccc(F)cc3)ccc21
VSAM-L0271,carbazole_C4_mono-Cl-Ph-A,carbazole,C4,phosphonic acid,mono-Cl-Ph-A,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccc(c3ccc(Cl)cc3)cc2c2ccccc21,O=P(O)(O)CCCCn1c2ccccc2c2cc(-c3ccc(Cl)cc3)ccc21
VSAM-L0272,carbazole_C4_mono-Cl-Ph-B,carbazole,C4,phosphonic acid,mono-Cl-Ph-B,halogenated aryl-carbazole,O=P(O)(O)CCCCn1c2ccccc2c2ccc(c3ccc(Cl)cc3)cc21,O=P(O)(O)CCCCn1c2ccccc2c2ccc(-c3ccc(Cl)cc3)cc21
